Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,0.0,28.03723404255319,26.430082559339525,76.453125,70.75520833333333
2,0.0,26.779761904761905,26.26082251082251,77.51190476190476,72.07738095238095
3,0.0,26.776785714285715,26.983225108225106,78.125,72.64285714285714
4,0.05357142857142857,28.840029761904763,27.830670426065165,75.23214285714286,70.50595238095238
5,0.0,29.135349025974023,28.428258145363408,76.19642857142857,70.58928571428571
6,0.9345238095238095,26.131764069264072,24.671130952380953,80.18452380952381,76.32142857142857
7,0.22916666666666666,26.21743697478992,25.620535714285715,79.54761904761905,74.04761904761905
8,0.023809523809523808,28.192285247432306,26.509555137844615,81.64285714285714,76.30357142857143
9,0.4791666666666667,27.362386621315192,26.328540100250628,82.61904761904762,77.61309523809524
10,0.0,28.579676870748298,27.307738095238093,81.07738095238095,75.9047619047619
11,0.15178571428571427,27.59599567099567,26.127435064935064,83.61309523809524,79.33928571428571
12,0.47619047619047616,25.930194805194805,25.57792207792208,78.73809523809524,73.58928571428571
13,0.0,25.386686991869915,25.066929678848282,78.19642857142857,73.46428571428571
14,0.0,27.382476771196284,26.376947872172124,78.56547619047619,73.86309523809524
15,0.9166666666666666,26.807225125822686,25.775548855906,82.5952380952381,78.63095238095238
16,0.017857142857142856,26.60615079365079,25.32034632034632,75.88095238095238,70.78571428571429
17,0.0,28.612103174603174,26.995941558441558,76.77380952380952,71.94047619047619
18,0.0,26.71158008658009,25.416997354497354,81.07142857142857,77.26190476190476
19,0.0,25.827110389610386,25.367410311007873,76.39880952380952,71.52380952380952
20,0.24702380952380953,24.20002052545156,23.134044715447153,85.47619047619048,82.42261904761905
21,0.0,25.13439505896402,23.762244897959185,79.76190476190476,75.89880952380952
22,0.0,23.905465367965366,23.75746409674981,80.19047619047619,75.63095238095238
23,0.011904761904761904,22.14404761904762,21.27520858770859,77.88095238095238,72.77380952380952
24,0.0,24.322115384615387,23.25984432234432,79.98809523809524,76.55357142857143
25,0.0,23.478338130123845,22.482142857142858,76.2797619047619,72.32142857142857
26,0.0,25.69359410430839,24.993622448979593,72.04166666666667,65.76190476190476
27,0.0625,23.753348214285715,24.26232993197279,69.41071428571429,63.74404761904762
28,0.0,20.545924272486772,20.83673469387755,69.79761904761905,65.0
29,0.008928571428571428,21.031084656084655,20.084396258503403,75.22619047619048,71.02380952380952
30,0.0,22.513020833333332,22.114583333333332,78.66071428571429,75.29761904761905
31,0.044642857142857144,23.079241071428573,21.84285714285714,79.67857142857143,75.80952380952381
32,0.0,21.95910973084886,21.17094155844156,78.57142857142857,75.1547619047619
33,0.017857142857142856,21.307556935817804,21.628463203463202,72.17857142857143,67.24404761904762
34,0.026785714285714284,20.361466165413532,19.986309523809524,82.07738095238095,79.2202380952381
35,0.0,22.080557644110275,21.776190476190475,74.51190476190476,70.39285714285714
36,0.08928571428571429,20.766309523809525,20.758928571428573,86.0,83.79761904761905
37,0.0,25.091666666666665,22.727324263038547,83.32738095238095,79.33928571428571
38,0.0,23.75654761904762,22.659580498866212,85.96428571428571,83.17857142857143
39,0.10714285714285714,20.01607142857143,19.804621848739494,81.54761904761905,78.16666666666667
40,0.0,22.824404761904763,21.81479779411765,78.82142857142857,75.2797619047619
41,0.27380952380952384,23.767857142857142,22.796532738095237,85.70238095238095,83.17261904761905
42,0.0,23.918650793650794,23.281964285714285,82.36904761904762,78.70833333333333
43,0.0,23.590702947845806,22.543154761904763,79.86904761904762,76.96428571428571
44,0.0,26.630298273155415,24.550595238095237,81.21428571428571,76.27380952380952
45,0.0,24.104395604395602,23.363769092542675,87.70833333333333,84.75595238095238
46,0.0,22.18452380952381,21.50230233602875,87.07738095238095,83.67261904761905
47,0.08928571428571429,21.407738095238095,20.510416666666668,90.2797619047619,86.38095238095238
48,0.0,21.926785714285714,21.177083333333332,84.72619047619048,80.70833333333333
49,0.011904761904761904,23.111904761904764,21.98611111111111,87.76190476190476,82.69642857142857
50,0.08035714285714286,23.985119047619047,22.821428571428573,89.67559523809524,85.20535714285714
51,0.023809523809523808,28.020833333333332,25.470734126984127,77.71428571428571,71.875
52,0.0744047619047619,26.029761904761905,23.747228057889824,83.89880952380952,79.88095238095238
